"No.","Time","Source","Destination","Protocol","Length","Info"
"4036","10.223604","host","1.16.1","USB","27","URB_INTERRUPT in"
"4037","10.223637","host","1.16.2","USB","91","URB_INTERRUPT out"
"4038","10.224563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4039","10.225559","1.16.1","host","USB","91","URB_INTERRUPT in"
"4040","10.225607","host","1.16.1","USB","27","URB_INTERRUPT in"
"4041","10.225632","host","1.16.2","USB","91","URB_INTERRUPT out"
"4042","10.226562","1.16.2","host","USB","27","URB_INTERRUPT out"
"4043","10.227558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4044","10.227606","host","1.16.1","USB","27","URB_INTERRUPT in"
"4045","10.227637","host","1.16.2","USB","91","URB_INTERRUPT out"
"4046","10.228570","1.16.1","host","USB","52","URB_INTERRUPT in"
"4047","10.228622","host","1.16.1","USB","27","URB_INTERRUPT in"
"4048","10.228627","1.16.2","host","USB","27","URB_INTERRUPT out"
"4049","10.229559","1.16.1","host","USB","91","URB_INTERRUPT in"
"4050","10.229597","host","1.16.1","USB","27","URB_INTERRUPT in"
"4051","10.229613","host","1.16.2","USB","91","URB_INTERRUPT out"
"4052","10.230560","1.16.2","host","USB","27","URB_INTERRUPT out"
"4053","10.231573","1.16.1","host","USB","91","URB_INTERRUPT in"
"4054","10.231624","host","1.16.1","USB","27","URB_INTERRUPT in"
"4055","10.231647","host","1.16.2","USB","91","URB_INTERRUPT out"
"4056","10.232563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4057","10.233567","1.16.1","host","USB","91","URB_INTERRUPT in"
"4058","10.233601","host","1.16.1","USB","27","URB_INTERRUPT in"
"4059","10.233827","host","1.16.2","USB","91","URB_INTERRUPT out"
"4060","10.235564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4061","10.236560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4062","10.236607","host","1.16.1","USB","27","URB_INTERRUPT in"
"4063","10.236640","host","1.16.2","USB","91","URB_INTERRUPT out"
"4064","10.237560","1.16.1","host","USB","52","URB_INTERRUPT in"
"4065","10.237600","host","1.16.1","USB","27","URB_INTERRUPT in"
"4066","10.237603","1.16.2","host","USB","27","URB_INTERRUPT out"
"4067","10.238551","1.16.1","host","USB","91","URB_INTERRUPT in"
"4068","10.238592","host","1.16.1","USB","27","URB_INTERRUPT in"
"4069","10.238621","host","1.16.2","USB","91","URB_INTERRUPT out"
"4070","10.239566","1.16.2","host","USB","27","URB_INTERRUPT out"
"4071","10.240599","1.16.1","host","USB","91","URB_INTERRUPT in"
"4072","10.240621","host","1.16.1","USB","27","URB_INTERRUPT in"
"4073","10.240651","host","1.16.2","USB","91","URB_INTERRUPT out"
"4074","10.241557","1.16.2","host","USB","27","URB_INTERRUPT out"
"4075","10.242552","1.16.1","host","USB","91","URB_INTERRUPT in"
"4076","10.242576","host","1.16.1","USB","27","URB_INTERRUPT in"
"4077","10.242597","host","1.16.2","USB","91","URB_INTERRUPT out"
"4078","10.243555","1.16.2","host","USB","27","URB_INTERRUPT out"
"4079","10.243607","host","1.16.2","USB","91","URB_INTERRUPT out"
"4080","10.244561","1.16.2","host","USB","27","URB_INTERRUPT out"
"4081","10.245563","1.16.1","host","USB","91","URB_INTERRUPT in"
"4082","10.245601","host","1.16.1","USB","27","URB_INTERRUPT in"
"4083","10.245620","host","1.16.2","USB","91","URB_INTERRUPT out"
"4084","10.246561","1.16.2","host","USB","27","URB_INTERRUPT out"
"4085","10.247552","1.16.1","host","USB","91","URB_INTERRUPT in"
"4086","10.247575","host","1.16.1","USB","27","URB_INTERRUPT in"
"4087","10.247744","host","1.16.2","USB","91","URB_INTERRUPT out"
"4088","10.248552","1.16.1","host","USB","52","URB_INTERRUPT in"
"4089","10.248573","host","1.16.1","USB","27","URB_INTERRUPT in"
"4090","10.248576","1.16.2","host","USB","27","URB_INTERRUPT out"
"4091","10.249585","1.16.1","host","USB","91","URB_INTERRUPT in"
"4092","10.249603","host","1.16.1","USB","27","URB_INTERRUPT in"
"4093","10.249634","host","1.16.2","USB","91","URB_INTERRUPT out"
"4094","10.250562","1.16.2","host","USB","27","URB_INTERRUPT out"
"4095","10.251558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4096","10.251582","host","1.16.1","USB","27","URB_INTERRUPT in"
"4097","10.251611","host","1.16.2","USB","91","URB_INTERRUPT out"
"4098","10.252562","1.16.2","host","USB","27","URB_INTERRUPT out"
"4099","10.253550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4100","10.253571","host","1.16.1","USB","27","URB_INTERRUPT in"
"4101","10.253613","host","1.16.2","USB","91","URB_INTERRUPT out"
"4102","10.254562","1.16.2","host","USB","27","URB_INTERRUPT out"
"4103","10.255558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4104","10.255583","host","1.16.1","USB","27","URB_INTERRUPT in"
"4105","10.255612","host","1.16.2","USB","91","URB_INTERRUPT out"
"4106","10.256564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4107","10.257574","1.16.1","host","USB","91","URB_INTERRUPT in"
"4108","10.257625","host","1.16.1","USB","27","URB_INTERRUPT in"
"4109","10.257658","host","1.16.2","USB","91","URB_INTERRUPT out"
"4110","10.258559","1.16.1","host","USB","52","URB_INTERRUPT in"
"4111","10.258606","host","1.16.1","USB","27","URB_INTERRUPT in"
"4112","10.258612","1.16.2","host","USB","27","URB_INTERRUPT out"
"4113","10.259578","1.16.1","host","USB","91","URB_INTERRUPT in"
"4114","10.259628","host","1.16.1","USB","27","URB_INTERRUPT in"
"4115","10.259644","host","1.16.2","USB","91","URB_INTERRUPT out"
"4116","10.260561","1.16.2","host","USB","27","URB_INTERRUPT out"
"4117","10.261558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4118","10.261605","host","1.16.1","USB","27","URB_INTERRUPT in"
"4119","10.261634","host","1.16.2","USB","91","URB_INTERRUPT out"
"4120","10.262563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4121","10.263558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4122","10.263596","host","1.16.1","USB","27","URB_INTERRUPT in"
"4123","10.263626","host","1.16.2","USB","91","URB_INTERRUPT out"
"4124","10.264562","1.16.2","host","USB","27","URB_INTERRUPT out"
"4125","10.264616","host","1.16.2","USB","91","URB_INTERRUPT out"
"4126","10.265551","1.16.2","host","USB","27","URB_INTERRUPT out"
"4127","10.266561","1.16.1","host","USB","91","URB_INTERRUPT in"
"4128","10.266595","host","1.16.1","USB","27","URB_INTERRUPT in"
"4129","10.266619","host","1.16.2","USB","91","URB_INTERRUPT out"
"4130","10.267560","1.16.1","host","USB","52","URB_INTERRUPT in"
"4131","10.267599","host","1.16.1","USB","27","URB_INTERRUPT in"
"4132","10.267606","1.16.2","host","USB","27","URB_INTERRUPT out"
"4133","10.268561","1.16.1","host","USB","91","URB_INTERRUPT in"
"4134","10.268600","host","1.16.1","USB","27","URB_INTERRUPT in"
"4135","10.268619","host","1.16.2","USB","91","URB_INTERRUPT out"
"4136","10.269561","1.16.2","host","USB","27","URB_INTERRUPT out"
"4137","10.270550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4138","10.270574","host","1.16.1","USB","27","URB_INTERRUPT in"
"4139","10.270616","host","1.16.2","USB","91","URB_INTERRUPT out"
"4140","10.271554","1.16.2","host","USB","27","URB_INTERRUPT out"
"4141","10.272560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4142","10.272598","host","1.16.1","USB","27","URB_INTERRUPT in"
"4143","10.272616","host","1.16.2","USB","91","URB_INTERRUPT out"
"4144","10.273561","1.16.2","host","USB","27","URB_INTERRUPT out"
"4145","10.274550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4146","10.274576","host","1.16.1","USB","27","URB_INTERRUPT in"
"4147","10.274605","host","1.16.2","USB","91","URB_INTERRUPT out"
"4148","10.275554","1.16.2","host","USB","27","URB_INTERRUPT out"
"4149","10.276560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4150","10.276586","host","1.16.1","USB","27","URB_INTERRUPT in"
"4151","10.276617","host","1.16.2","USB","91","URB_INTERRUPT out"
"4152","10.277551","1.16.1","host","USB","52","URB_INTERRUPT in"
"4153","10.277579","host","1.16.1","USB","27","URB_INTERRUPT in"
"4154","10.277586","1.16.2","host","USB","27","URB_INTERRUPT out"
"4155","10.278560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4156","10.278599","host","1.16.1","USB","27","URB_INTERRUPT in"
"4157","10.278627","host","1.16.2","USB","91","URB_INTERRUPT out"
"4158","10.279564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4159","10.280606","1.16.1","host","USB","91","URB_INTERRUPT in"
"4160","10.280626","host","1.16.1","USB","27","URB_INTERRUPT in"
"4161","10.280652","host","1.16.2","USB","91","URB_INTERRUPT out"
"4162","10.281567","1.16.2","host","USB","27","URB_INTERRUPT out"
"4163","10.282551","1.16.1","host","USB","91","URB_INTERRUPT in"
"4164","10.282576","host","1.16.1","USB","27","URB_INTERRUPT in"
"4165","10.282625","host","1.16.2","USB","91","URB_INTERRUPT out"
"4166","10.283561","1.16.2","host","USB","27","URB_INTERRUPT out"
"4167","10.284560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4168","10.284577","host","1.16.1","USB","27","URB_INTERRUPT in"
"4169","10.284596","host","1.16.2","USB","91","URB_INTERRUPT out"
"4170","10.285561","1.16.2","host","USB","27","URB_INTERRUPT out"
"4171","10.285596","host","1.16.2","USB","91","URB_INTERRUPT out"
"4172","10.286555","1.16.2","host","USB","27","URB_INTERRUPT out"
"4173","10.287560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4174","10.287598","host","1.16.1","USB","27","URB_INTERRUPT in"
"4175","10.287620","host","1.16.2","USB","91","URB_INTERRUPT out"
"4176","10.288560","1.16.1","host","USB","52","URB_INTERRUPT in"
"4177","10.288604","host","1.16.1","USB","27","URB_INTERRUPT in"
"4178","10.288609","1.16.2","host","USB","27","URB_INTERRUPT out"
"4179","10.289550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4180","10.289594","host","1.16.1","USB","27","URB_INTERRUPT in"
"4181","10.289623","host","1.16.2","USB","91","URB_INTERRUPT out"
"4182","10.290563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4183","10.291559","1.16.1","host","USB","91","URB_INTERRUPT in"
"4184","10.291583","host","1.16.1","USB","27","URB_INTERRUPT in"
"4185","10.291608","host","1.16.2","USB","91","URB_INTERRUPT out"
"4186","10.292563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4187","10.293550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4188","10.293594","host","1.16.1","USB","27","URB_INTERRUPT in"
"4189","10.293615","host","1.16.2","USB","91","URB_INTERRUPT out"
"4190","10.294555","1.16.2","host","USB","27","URB_INTERRUPT out"
"4191","10.295560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4192","10.295603","host","1.16.1","USB","27","URB_INTERRUPT in"
"4194","10.295781","host","1.16.2","USB","91","URB_INTERRUPT out"
"4195","10.296560","1.16.2","host","USB","27","URB_INTERRUPT out"
"4200","10.297551","1.16.1","host","USB","91","URB_INTERRUPT in"
"4201","10.297592","host","1.16.1","USB","27","URB_INTERRUPT in"
"4202","10.297610","host","1.16.2","USB","91","URB_INTERRUPT out"
"4207","10.298584","1.16.1","host","USB","52","URB_INTERRUPT in"
"4208","10.298624","host","1.16.1","USB","27","URB_INTERRUPT in"
"4209","10.298628","1.16.2","host","USB","27","URB_INTERRUPT out"
"4212","10.299583","1.16.1","host","USB","91","URB_INTERRUPT in"
"4213","10.299601","host","1.16.1","USB","27","URB_INTERRUPT in"
"4214","10.299615","host","1.16.2","USB","91","URB_INTERRUPT out"
"4217","10.300584","1.16.2","host","USB","27","URB_INTERRUPT out"
"4220","10.301584","1.16.1","host","USB","91","URB_INTERRUPT in"
"4221","10.301609","host","1.16.1","USB","27","URB_INTERRUPT in"
"4222","10.301638","host","1.16.2","USB","91","URB_INTERRUPT out"
"4225","10.302554","1.16.2","host","USB","27","URB_INTERRUPT out"
"4227","10.303551","1.16.1","host","USB","91","URB_INTERRUPT in"
"4228","10.303591","host","1.16.1","USB","27","URB_INTERRUPT in"
"4229","10.303627","host","1.16.2","USB","91","URB_INTERRUPT out"
"4230","10.304555","1.16.2","host","USB","27","URB_INTERRUPT out"
"4231","10.305551","1.16.1","host","USB","91","URB_INTERRUPT in"
"4232","10.305593","host","1.16.1","USB","27","URB_INTERRUPT in"
"4233","10.305629","host","1.16.2","USB","91","URB_INTERRUPT out"
"4234","10.306551","1.16.2","host","USB","27","URB_INTERRUPT out"
"4235","10.306607","host","1.16.2","USB","91","URB_INTERRUPT out"
"4236","10.307550","1.16.1","host","USB","52","URB_INTERRUPT in"
"4237","10.307592","host","1.16.1","USB","27","URB_INTERRUPT in"
"4238","10.307595","1.16.2","host","USB","27","URB_INTERRUPT out"
"4239","10.308561","1.16.1","host","USB","91","URB_INTERRUPT in"
"4240","10.308601","host","1.16.1","USB","27","URB_INTERRUPT in"
"4241","10.308622","host","1.16.2","USB","91","URB_INTERRUPT out"
"4242","10.309562","1.16.2","host","USB","27","URB_INTERRUPT out"
"4243","10.310562","1.16.1","host","USB","91","URB_INTERRUPT in"
"4244","10.310610","host","1.16.1","USB","27","URB_INTERRUPT in"
"4245","10.310640","host","1.16.2","USB","91","URB_INTERRUPT out"
"4246","10.311564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4247","10.312558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4248","10.312600","host","1.16.1","USB","27","URB_INTERRUPT in"
"4249","10.312634","host","1.16.2","USB","91","URB_INTERRUPT out"
"4250","10.313563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4251","10.314558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4252","10.314598","host","1.16.1","USB","27","URB_INTERRUPT in"
"4253","10.314618","host","1.16.2","USB","91","URB_INTERRUPT out"
"4254","10.315560","1.16.2","host","USB","27","URB_INTERRUPT out"
"4255","10.316560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4256","10.316605","host","1.16.1","USB","27","URB_INTERRUPT in"
"4257","10.316623","host","1.16.2","USB","91","URB_INTERRUPT out"
"4258","10.317559","1.16.1","host","USB","52","URB_INTERRUPT in"
"4259","10.317595","host","1.16.1","USB","27","URB_INTERRUPT in"
"4260","10.317598","1.16.2","host","USB","27","URB_INTERRUPT out"
"4261","10.318559","1.16.1","host","USB","91","URB_INTERRUPT in"
"4262","10.318579","host","1.16.1","USB","27","URB_INTERRUPT in"
"4263","10.318601","host","1.16.2","USB","91","URB_INTERRUPT out"
"4264","10.319563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4265","10.320558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4266","10.320607","host","1.16.1","USB","27","URB_INTERRUPT in"
"4267","10.320644","host","1.16.2","USB","91","URB_INTERRUPT out"
"4268","10.321563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4269","10.322558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4270","10.322607","host","1.16.1","USB","27","URB_INTERRUPT in"
"4271","10.322637","host","1.16.2","USB","91","URB_INTERRUPT out"
"4272","10.323562","1.16.2","host","USB","27","URB_INTERRUPT out"
"4273","10.324558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4274","10.324582","host","1.16.1","USB","27","URB_INTERRUPT in"
"4275","10.324614","host","1.16.2","USB","91","URB_INTERRUPT out"
"4276","10.325563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4277","10.326560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4278","10.326584","host","1.16.1","USB","27","URB_INTERRUPT in"
"4279","10.326607","host","1.16.2","USB","91","URB_INTERRUPT out"
"4280","10.327551","1.16.1","host","USB","52","URB_INTERRUPT in"
"4281","10.327571","host","1.16.1","USB","27","URB_INTERRUPT in"
"4282","10.327574","1.16.2","host","USB","27","URB_INTERRUPT out"
"4283","10.327618","host","1.16.2","USB","91","URB_INTERRUPT out"
"4284","10.328563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4285","10.329560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4286","10.329613","host","1.16.1","USB","27","URB_INTERRUPT in"
"4287","10.329643","host","1.16.2","USB","91","URB_INTERRUPT out"
"4288","10.330587","1.16.2","host","USB","27","URB_INTERRUPT out"
"4289","10.331551","1.16.1","host","USB","91","URB_INTERRUPT in"
"4290","10.331576","host","1.16.1","USB","27","URB_INTERRUPT in"
"4291","10.331593","host","1.16.2","USB","91","URB_INTERRUPT out"
"4292","10.332554","1.16.2","host","USB","27","URB_INTERRUPT out"
"4293","10.333553","1.16.1","host","USB","91","URB_INTERRUPT in"
"4294","10.333588","host","1.16.1","USB","27","URB_INTERRUPT in"
"4295","10.333616","host","1.16.2","USB","91","URB_INTERRUPT out"
"4296","10.334556","1.16.2","host","USB","27","URB_INTERRUPT out"
"4297","10.335560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4298","10.335598","host","1.16.1","USB","27","URB_INTERRUPT in"
"4299","10.335628","host","1.16.2","USB","91","URB_INTERRUPT out"
"4300","10.336565","1.16.2","host","USB","27","URB_INTERRUPT out"
"4301","10.337560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4302","10.337598","host","1.16.1","USB","27","URB_INTERRUPT in"
"4303","10.337617","host","1.16.2","USB","91","URB_INTERRUPT out"
"4304","10.338561","1.16.1","host","USB","52","URB_INTERRUPT in"
"4305","10.338600","host","1.16.1","USB","27","URB_INTERRUPT in"
"4306","10.338602","1.16.2","host","USB","27","URB_INTERRUPT out"
"4307","10.339550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4308","10.339589","host","1.16.1","USB","27","URB_INTERRUPT in"
"4309","10.339621","host","1.16.2","USB","91","URB_INTERRUPT out"
"4310","10.340564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4311","10.341550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4312","10.341590","host","1.16.1","USB","27","URB_INTERRUPT in"
"4313","10.341605","host","1.16.2","USB","91","URB_INTERRUPT out"
"4314","10.342553","1.16.2","host","USB","27","URB_INTERRUPT out"
"4315","10.343550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4316","10.343589","host","1.16.1","USB","27","URB_INTERRUPT in"
"4317","10.343606","host","1.16.2","USB","91","URB_INTERRUPT out"
"4318","10.344550","1.16.2","host","USB","27","URB_INTERRUPT out"
"4319","10.345550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4320","10.345594","host","1.16.1","USB","27","URB_INTERRUPT in"
"4321","10.345627","host","1.16.2","USB","91","URB_INTERRUPT out"
"4322","10.346554","1.16.2","host","USB","27","URB_INTERRUPT out"
"4323","10.347550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4324","10.347590","host","1.16.1","USB","27","URB_INTERRUPT in"
"4325","10.347630","host","1.16.2","USB","91","URB_INTERRUPT out"
"4326","10.348550","1.16.1","host","USB","52","URB_INTERRUPT in"
"4327","10.348577","host","1.16.1","USB","27","URB_INTERRUPT in"
"4328","10.348584","1.16.2","host","USB","27","URB_INTERRUPT out"
"4329","10.348633","host","1.16.2","USB","91","URB_INTERRUPT out"
"4330","10.349552","1.16.2","host","USB","27","URB_INTERRUPT out"
"4331","10.350550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4332","10.350569","host","1.16.1","USB","27","URB_INTERRUPT in"
"4333","10.350590","host","1.16.2","USB","91","URB_INTERRUPT out"
"4334","10.351565","1.16.2","host","USB","27","URB_INTERRUPT out"
"4335","10.352560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4336","10.352597","host","1.16.1","USB","27","URB_INTERRUPT in"
"4337","10.352620","host","1.16.2","USB","91","URB_INTERRUPT out"
"4338","10.353564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4339","10.354560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4340","10.354600","host","1.16.1","USB","27","URB_INTERRUPT in"
"4341","10.354634","host","1.16.2","USB","91","URB_INTERRUPT out"
"4342","10.355554","1.16.2","host","USB","27","URB_INTERRUPT out"
"4343","10.356560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4344","10.356601","host","1.16.1","USB","27","URB_INTERRUPT in"
"4345","10.356636","host","1.16.2","USB","91","URB_INTERRUPT out"
"4346","10.357560","1.16.1","host","USB","52","URB_INTERRUPT in"
"4347","10.357602","host","1.16.1","USB","27","URB_INTERRUPT in"
"4348","10.357604","1.16.2","host","USB","27","URB_INTERRUPT out"
"4349","10.358550","1.16.1","host","USB","91","URB_INTERRUPT in"
"4350","10.358591","host","1.16.1","USB","27","URB_INTERRUPT in"
"4351","10.358605","host","1.16.2","USB","91","URB_INTERRUPT out"
"4352","10.359554","1.16.2","host","USB","27","URB_INTERRUPT out"
"4353","10.360560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4354","10.360598","host","1.16.1","USB","27","URB_INTERRUPT in"
"4355","10.360636","host","1.16.2","USB","91","URB_INTERRUPT out"
"4356","10.361564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4357","10.362561","1.16.1","host","USB","91","URB_INTERRUPT in"
"4358","10.362610","host","1.16.1","USB","27","URB_INTERRUPT in"
"4359","10.362639","host","1.16.2","USB","91","URB_INTERRUPT out"
"4360","10.363565","1.16.2","host","USB","27","URB_INTERRUPT out"
"4361","10.364561","1.16.1","host","USB","91","URB_INTERRUPT in"
"4362","10.364600","host","1.16.1","USB","27","URB_INTERRUPT in"
"4363","10.364618","host","1.16.2","USB","91","URB_INTERRUPT out"
"4364","10.365560","1.16.2","host","USB","27","URB_INTERRUPT out"
"4365","10.366561","1.16.1","host","USB","91","URB_INTERRUPT in"
"4366","10.366595","host","1.16.1","USB","27","URB_INTERRUPT in"
"4367","10.366631","host","1.16.2","USB","91","URB_INTERRUPT out"
"4368","10.367561","1.16.1","host","USB","52","URB_INTERRUPT in"
"4369","10.367598","host","1.16.1","USB","27","URB_INTERRUPT in"
"4370","10.367604","1.16.2","host","USB","27","URB_INTERRUPT out"
"4371","10.368561","1.16.1","host","USB","91","URB_INTERRUPT in"
"4372","10.368602","host","1.16.1","USB","27","URB_INTERRUPT in"
"4373","10.368645","host","1.16.2","USB","91","URB_INTERRUPT out"
"4374","10.369565","1.16.2","host","USB","27","URB_INTERRUPT out"
"4375","10.369622","host","1.16.2","USB","91","URB_INTERRUPT out"
"4376","10.370561","1.16.2","host","USB","27","URB_INTERRUPT out"
"4377","10.371560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4378","10.371598","host","1.16.1","USB","27","URB_INTERRUPT in"
"4379","10.371635","host","1.16.2","USB","91","URB_INTERRUPT out"
"4380","10.372564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4381","10.373560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4382","10.373601","host","1.16.1","USB","27","URB_INTERRUPT in"
"4383","10.373630","host","1.16.2","USB","91","URB_INTERRUPT out"
"4384","10.374563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4385","10.375559","1.16.1","host","USB","91","URB_INTERRUPT in"
"4386","10.375610","host","1.16.1","USB","27","URB_INTERRUPT in"
"4387","10.375636","host","1.16.2","USB","91","URB_INTERRUPT out"
"4388","10.376565","1.16.2","host","USB","27","URB_INTERRUPT out"
"4389","10.377558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4390","10.377607","host","1.16.1","USB","27","URB_INTERRUPT in"
"4391","10.377621","host","1.16.2","USB","91","URB_INTERRUPT out"
"4392","10.378558","1.16.1","host","USB","52","URB_INTERRUPT in"
"4393","10.378607","host","1.16.1","USB","27","URB_INTERRUPT in"
"4394","10.378611","1.16.2","host","USB","27","URB_INTERRUPT out"
"4395","10.379558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4396","10.379604","host","1.16.1","USB","27","URB_INTERRUPT in"
"4397","10.379619","host","1.16.2","USB","91","URB_INTERRUPT out"
"4398","10.380570","1.16.2","host","USB","27","URB_INTERRUPT out"
"4399","10.381559","1.16.1","host","USB","91","URB_INTERRUPT in"
"4400","10.381608","host","1.16.1","USB","27","URB_INTERRUPT in"
"4401","10.381634","host","1.16.2","USB","91","URB_INTERRUPT out"
"4402","10.382564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4403","10.383558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4404","10.383592","host","1.16.1","USB","27","URB_INTERRUPT in"
"4405","10.383611","host","1.16.2","USB","91","URB_INTERRUPT out"
"4406","10.384581","1.16.2","host","USB","27","URB_INTERRUPT out"
"4407","10.385558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4408","10.385609","host","1.16.1","USB","27","URB_INTERRUPT in"
"4409","10.385635","host","1.16.2","USB","91","URB_INTERRUPT out"
"4410","10.386564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4411","10.387558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4412","10.387597","host","1.16.1","USB","27","URB_INTERRUPT in"
"4413","10.387627","host","1.16.2","USB","91","URB_INTERRUPT out"
"4414","10.388580","1.16.1","host","USB","52","URB_INTERRUPT in"
"4415","10.388628","host","1.16.1","USB","27","URB_INTERRUPT in"
"4416","10.388636","1.16.2","host","USB","27","URB_INTERRUPT out"
"4417","10.389559","1.16.1","host","USB","91","URB_INTERRUPT in"
"4418","10.389597","host","1.16.1","USB","27","URB_INTERRUPT in"
"4419","10.389630","host","1.16.2","USB","91","URB_INTERRUPT out"
"4420","10.390564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4421","10.390630","host","1.16.2","USB","91","URB_INTERRUPT out"
"4422","10.391563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4423","10.392559","1.16.1","host","USB","91","URB_INTERRUPT in"
"4424","10.392597","host","1.16.1","USB","27","URB_INTERRUPT in"
"4425","10.392637","host","1.16.2","USB","91","URB_INTERRUPT out"
"4426","10.393582","1.16.2","host","USB","27","URB_INTERRUPT out"
"4427","10.394565","1.16.1","host","USB","91","URB_INTERRUPT in"
"4428","10.394600","host","1.16.1","USB","27","URB_INTERRUPT in"
"4429","10.394621","host","1.16.2","USB","91","URB_INTERRUPT out"
"4430","10.395564","1.16.2","host","USB","27","URB_INTERRUPT out"
"4431","10.396560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4432","10.396599","host","1.16.1","USB","27","URB_INTERRUPT in"
"4433","10.396617","host","1.16.2","USB","91","URB_INTERRUPT out"
"4434","10.397559","1.16.1","host","USB","52","URB_INTERRUPT in"
"4435","10.397598","host","1.16.1","USB","27","URB_INTERRUPT in"
"4436","10.397601","1.16.2","host","USB","27","URB_INTERRUPT out"
"4437","10.398558","1.16.1","host","USB","91","URB_INTERRUPT in"
"4438","10.398606","host","1.16.1","USB","27","URB_INTERRUPT in"
"4439","10.398905","host","1.16.2","USB","91","URB_INTERRUPT out"
"4440","10.400566","1.16.2","host","USB","27","URB_INTERRUPT out"
"4441","10.401560","1.16.1","host","USB","91","URB_INTERRUPT in"
"4442","10.401593","host","1.16.1","USB","27","URB_INTERRUPT in"
"4443","10.401616","host","1.16.2","USB","91","URB_INTERRUPT out"
"4444","10.402563","1.16.2","host","USB","27","URB_INTERRUPT out"
"4445","10.403559","1.16.1","host","USB","91","URB_INTERRUPT in"
"4446","10.403586","host","1.16.1","USB","27","URB_INTERRUPT in"
"4447","10.403603","host","1.16.2","USB","91","URB_INTERRUPT out"
"4448","10.404562","1.16.2","host","USB","27","URB_INTERRUPT out"
"4449","10.405559","1.16.1","host","USB","91","URB_INTERRUPT in"
"4450","10.405579","host","1.16.1","USB","27","URB_INTERRUPT in"
"4451","10.405640","host","1.16.2","USB","91","URB_INTERRUPT out"
"4452","10.406562","1.16.2","host","USB","27","URB_INTERRUPT out"
