"No.","Time","Source","Destination","Protocol","Length","Info"
"1769","4.538561","1.16.1","host","USB","52","URB_INTERRUPT in"
"1770","4.538598","host","1.16.1","USB","27","URB_INTERRUPT in"
"1775","4.548550","1.16.1","host","USB","52","URB_INTERRUPT in"
"1776","4.548570","host","1.16.1","USB","27","URB_INTERRUPT in"
"1779","4.558550","1.16.1","host","USB","52","URB_INTERRUPT in"
"1780","4.558574","host","1.16.1","USB","27","URB_INTERRUPT in"
"1783","4.568557","1.16.1","host","USB","52","URB_INTERRUPT in"
"1784","4.568595","host","1.16.1","USB","27","URB_INTERRUPT in"
"1789","4.578552","1.16.1","host","USB","52","URB_INTERRUPT in"
"1790","4.578584","host","1.16.1","USB","27","URB_INTERRUPT in"
"1793","4.588558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1794","4.588607","host","1.16.1","USB","27","URB_INTERRUPT in"
"1803","4.598557","1.16.1","host","USB","52","URB_INTERRUPT in"
"1804","4.598607","host","1.16.1","USB","27","URB_INTERRUPT in"
"1809","4.608557","1.16.1","host","USB","52","URB_INTERRUPT in"
"1810","4.608582","host","1.16.1","USB","27","URB_INTERRUPT in"
"1813","4.618558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1814","4.618603","host","1.16.1","USB","27","URB_INTERRUPT in"
"1817","4.628562","1.16.1","host","USB","52","URB_INTERRUPT in"
"1818","4.628611","host","1.16.1","USB","27","URB_INTERRUPT in"
"1821","4.638551","1.16.1","host","USB","52","URB_INTERRUPT in"
"1822","4.638574","host","1.16.1","USB","27","URB_INTERRUPT in"
"1825","4.648557","1.16.1","host","USB","52","URB_INTERRUPT in"
"1826","4.648607","host","1.16.1","USB","27","URB_INTERRUPT in"
"1827","4.658560","1.16.1","host","USB","52","URB_INTERRUPT in"
"1828","4.658597","host","1.16.1","USB","27","URB_INTERRUPT in"
"1829","4.668558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1830","4.668597","host","1.16.1","USB","27","URB_INTERRUPT in"
"1833","4.678558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1834","4.678598","host","1.16.1","USB","27","URB_INTERRUPT in"
"1835","4.688557","1.16.1","host","USB","52","URB_INTERRUPT in"
"1836","4.688592","host","1.16.1","USB","27","URB_INTERRUPT in"
"1837","4.698560","1.16.1","host","USB","52","URB_INTERRUPT in"
"1838","4.698596","host","1.16.1","USB","27","URB_INTERRUPT in"
"1839","4.708560","1.16.1","host","USB","52","URB_INTERRUPT in"
"1840","4.708597","host","1.16.1","USB","27","URB_INTERRUPT in"
"1844","4.718555","1.16.1","host","USB","52","URB_INTERRUPT in"
"1845","4.718572","host","1.16.1","USB","27","URB_INTERRUPT in"
"1861","4.728556","1.16.1","host","USB","52","URB_INTERRUPT in"
"1862","4.728602","host","1.16.1","USB","27","URB_INTERRUPT in"
"1863","4.738563","1.16.1","host","USB","52","URB_INTERRUPT in"
"1864","4.738604","host","1.16.1","USB","27","URB_INTERRUPT in"
"1865","4.748654","1.16.1","host","USB","52","URB_INTERRUPT in"
"1866","4.748697","host","1.16.1","USB","27","URB_INTERRUPT in"
"1871","4.758557","1.16.1","host","USB","52","URB_INTERRUPT in"
"1872","4.758592","host","1.16.1","USB","27","URB_INTERRUPT in"
"1875","4.768559","1.16.1","host","USB","52","URB_INTERRUPT in"
"1876","4.768595","host","1.16.1","USB","27","URB_INTERRUPT in"
"1877","4.778642","1.16.1","host","USB","52","URB_INTERRUPT in"
"1878","4.778687","host","1.16.1","USB","27","URB_INTERRUPT in"
"1883","4.788561","1.16.1","host","USB","52","URB_INTERRUPT in"
"1884","4.788609","host","1.16.1","USB","27","URB_INTERRUPT in"
"1887","4.798559","1.16.1","host","USB","52","URB_INTERRUPT in"
"1888","4.798602","host","1.16.1","USB","27","URB_INTERRUPT in"
"1889","4.808558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1890","4.808598","host","1.16.1","USB","27","URB_INTERRUPT in"
"1895","4.818557","1.16.1","host","USB","52","URB_INTERRUPT in"
"1896","4.818592","host","1.16.1","USB","27","URB_INTERRUPT in"
"1897","4.828561","1.16.1","host","USB","52","URB_INTERRUPT in"
"1898","4.828614","host","1.16.1","USB","27","URB_INTERRUPT in"
"1899","4.838555","1.16.1","host","USB","52","URB_INTERRUPT in"
"1900","4.838609","host","1.16.1","USB","27","URB_INTERRUPT in"
"1903","4.848559","1.16.1","host","USB","52","URB_INTERRUPT in"
"1904","4.848611","host","1.16.1","USB","27","URB_INTERRUPT in"
"1905","4.858557","1.16.1","host","USB","52","URB_INTERRUPT in"
"1906","4.858604","host","1.16.1","USB","27","URB_INTERRUPT in"
"1907","4.868559","1.16.1","host","USB","52","URB_INTERRUPT in"
"1908","4.868606","host","1.16.1","USB","27","URB_INTERRUPT in"
"1911","4.878559","1.16.1","host","USB","52","URB_INTERRUPT in"
"1912","4.878578","host","1.16.1","USB","27","URB_INTERRUPT in"
"1915","4.888558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1916","4.888579","host","1.16.1","USB","27","URB_INTERRUPT in"
"1917","4.898661","1.16.1","host","USB","52","URB_INTERRUPT in"
"1918","4.898699","host","1.16.1","USB","27","URB_INTERRUPT in"
"1923","4.908559","1.16.1","host","USB","52","URB_INTERRUPT in"
"1924","4.908606","host","1.16.1","USB","27","URB_INTERRUPT in"
"1925","4.918558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1926","4.918610","host","1.16.1","USB","27","URB_INTERRUPT in"
"1929","4.928558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1930","4.928601","host","1.16.1","USB","27","URB_INTERRUPT in"
"1935","4.938554","1.16.1","host","USB","52","URB_INTERRUPT in"
"1936","4.938672","host","1.16.1","USB","27","URB_INTERRUPT in"
"1939","4.948558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1940","4.948603","host","1.16.1","USB","27","URB_INTERRUPT in"
"1943","4.958565","1.16.1","host","USB","52","URB_INTERRUPT in"
"1944","4.958608","host","1.16.1","USB","27","URB_INTERRUPT in"
"1949","4.968549","1.16.1","host","USB","52","URB_INTERRUPT in"
"1950","4.968570","host","1.16.1","USB","27","URB_INTERRUPT in"
"1953","4.978550","1.16.1","host","USB","52","URB_INTERRUPT in"
"1954","4.978588","host","1.16.1","USB","27","URB_INTERRUPT in"
"1957","4.988552","1.16.1","host","USB","52","URB_INTERRUPT in"
"1958","4.988578","host","1.16.1","USB","27","URB_INTERRUPT in"
"1963","4.998557","1.16.1","host","USB","52","URB_INTERRUPT in"
"1964","4.998604","host","1.16.1","USB","27","URB_INTERRUPT in"
"1967","5.008549","1.16.1","host","USB","52","URB_INTERRUPT in"
"1968","5.008586","host","1.16.1","USB","27","URB_INTERRUPT in"
"1971","5.018559","1.16.1","host","USB","52","URB_INTERRUPT in"
"1972","5.018609","host","1.16.1","USB","27","URB_INTERRUPT in"
"1975","5.028558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1976","5.028596","host","1.16.1","USB","27","URB_INTERRUPT in"
"1979","5.038561","1.16.1","host","USB","52","URB_INTERRUPT in"
"1980","5.038608","host","1.16.1","USB","27","URB_INTERRUPT in"
"1983","5.048558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1984","5.048579","host","1.16.1","USB","27","URB_INTERRUPT in"
"1987","5.058558","1.16.1","host","USB","52","URB_INTERRUPT in"
"1988","5.058577","host","1.16.1","USB","27","URB_INTERRUPT in"
"1989","5.068559","1.16.1","host","USB","52","URB_INTERRUPT in"
"1990","5.068600","host","1.16.1","USB","27","URB_INTERRUPT in"
"1991","5.078560","1.16.1","host","USB","52","URB_INTERRUPT in"
"1992","5.078618","host","1.16.1","USB","27","URB_INTERRUPT in"
"1995","5.088549","1.16.1","host","USB","52","URB_INTERRUPT in"
"1996","5.088586","host","1.16.1","USB","27","URB_INTERRUPT in"
"1997","5.098641","1.16.1","host","USB","52","URB_INTERRUPT in"
"1998","5.098685","host","1.16.1","USB","27","URB_INTERRUPT in"
"1999","5.108568","1.16.1","host","USB","52","URB_INTERRUPT in"
"2000","5.108615","host","1.16.1","USB","27","URB_INTERRUPT in"
"2001","5.118652","1.16.1","host","USB","52","URB_INTERRUPT in"
"2002","5.118702","host","1.16.1","USB","27","URB_INTERRUPT in"
"2003","5.128633","1.16.1","host","USB","52","URB_INTERRUPT in"
"2004","5.128681","host","1.16.1","USB","27","URB_INTERRUPT in"
"2005","5.138568","1.16.1","host","USB","52","URB_INTERRUPT in"
"2006","5.138624","host","1.16.1","USB","27","URB_INTERRUPT in"
"2007","5.148659","1.16.1","host","USB","52","URB_INTERRUPT in"
"2008","5.148708","host","1.16.1","USB","27","URB_INTERRUPT in"
"2009","5.158665","1.16.1","host","USB","52","URB_INTERRUPT in"
"2010","5.158735","host","1.16.1","USB","27","URB_INTERRUPT in"
"2011","5.168566","1.16.1","host","USB","52","URB_INTERRUPT in"
"2012","5.168609","host","1.16.1","USB","27","URB_INTERRUPT in"
"2013","5.178561","1.16.1","host","USB","52","URB_INTERRUPT in"
"2014","5.178619","host","1.16.1","USB","27","URB_INTERRUPT in"
"2015","5.188561","1.16.1","host","USB","52","URB_INTERRUPT in"
"2016","5.188617","host","1.16.1","USB","27","URB_INTERRUPT in"
"2017","5.198560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2018","5.198595","host","1.16.1","USB","27","URB_INTERRUPT in"
"2019","5.208651","1.16.1","host","USB","52","URB_INTERRUPT in"
"2020","5.208712","host","1.16.1","USB","27","URB_INTERRUPT in"
"2021","5.218566","1.16.1","host","USB","52","URB_INTERRUPT in"
"2022","5.218617","host","1.16.1","USB","27","URB_INTERRUPT in"
"2023","5.228562","1.16.1","host","USB","52","URB_INTERRUPT in"
"2024","5.228600","host","1.16.1","USB","27","URB_INTERRUPT in"
"2025","5.238675","1.16.1","host","USB","52","URB_INTERRUPT in"
"2026","5.238735","host","1.16.1","USB","27","URB_INTERRUPT in"
"2029","5.247557","1.16.1","host","USB","52","URB_INTERRUPT in"
"2030","5.247607","host","1.16.1","USB","27","URB_INTERRUPT in"
"2033","5.257610","1.16.1","host","USB","52","URB_INTERRUPT in"
"2034","5.257647","host","1.16.1","USB","27","URB_INTERRUPT in"
"2039","5.267556","1.16.1","host","USB","52","URB_INTERRUPT in"
"2040","5.267607","host","1.16.1","USB","27","URB_INTERRUPT in"
"2043","5.277555","1.16.1","host","USB","52","URB_INTERRUPT in"
"2044","5.277587","host","1.16.1","USB","27","URB_INTERRUPT in"
"2047","5.287558","1.16.1","host","USB","52","URB_INTERRUPT in"
"2048","5.287597","host","1.16.1","USB","27","URB_INTERRUPT in"
"2053","5.297558","1.16.1","host","USB","52","URB_INTERRUPT in"
"2054","5.297575","host","1.16.1","USB","27","URB_INTERRUPT in"
"2057","5.307557","1.16.1","host","USB","52","URB_INTERRUPT in"
"2058","5.307600","host","1.16.1","USB","27","URB_INTERRUPT in"
"2061","5.317563","1.16.1","host","USB","52","URB_INTERRUPT in"
"2062","5.317601","host","1.16.1","USB","27","URB_INTERRUPT in"
"2067","5.327548","1.16.1","host","USB","52","URB_INTERRUPT in"
"2068","5.327583","host","1.16.1","USB","27","URB_INTERRUPT in"
"2076","5.337549","1.16.1","host","USB","52","URB_INTERRUPT in"
"2077","5.337584","host","1.16.1","USB","27","URB_INTERRUPT in"
"2085","5.347555","1.16.1","host","USB","52","URB_INTERRUPT in"
"2086","5.347589","host","1.16.1","USB","27","URB_INTERRUPT in"
"2089","5.357556","1.16.1","host","USB","52","URB_INTERRUPT in"
"2090","5.357592","host","1.16.1","USB","27","URB_INTERRUPT in"
"2091","5.367560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2092","5.367580","host","1.16.1","USB","27","URB_INTERRUPT in"
"2093","5.377559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2094","5.377591","host","1.16.1","USB","27","URB_INTERRUPT in"
"2095","5.387562","1.16.1","host","USB","52","URB_INTERRUPT in"
"2096","5.387593","host","1.16.1","USB","27","URB_INTERRUPT in"
"2097","5.397725","1.16.1","host","USB","52","URB_INTERRUPT in"
"2098","5.397783","host","1.16.1","USB","27","URB_INTERRUPT in"
"2099","5.407556","1.16.1","host","USB","52","URB_INTERRUPT in"
"2100","5.407580","host","1.16.1","USB","27","URB_INTERRUPT in"
"2101","5.417560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2102","5.417595","host","1.16.1","USB","27","URB_INTERRUPT in"
"2103","5.427623","1.16.1","host","USB","52","URB_INTERRUPT in"
"2104","5.427665","host","1.16.1","USB","27","URB_INTERRUPT in"
"2105","5.437561","1.16.1","host","USB","52","URB_INTERRUPT in"
"2106","5.437599","host","1.16.1","USB","27","URB_INTERRUPT in"
"2107","5.447561","1.16.1","host","USB","52","URB_INTERRUPT in"
"2108","5.447611","host","1.16.1","USB","27","URB_INTERRUPT in"
"2109","5.457648","1.16.1","host","USB","52","URB_INTERRUPT in"
"2110","5.457695","host","1.16.1","USB","27","URB_INTERRUPT in"
"2111","5.467567","1.16.1","host","USB","52","URB_INTERRUPT in"
"2112","5.467617","host","1.16.1","USB","27","URB_INTERRUPT in"
"2113","5.477652","1.16.1","host","USB","52","URB_INTERRUPT in"
"2114","5.477710","host","1.16.1","USB","27","URB_INTERRUPT in"
"2115","5.487639","1.16.1","host","USB","52","URB_INTERRUPT in"
"2116","5.487703","host","1.16.1","USB","27","URB_INTERRUPT in"
"2117","5.497564","1.16.1","host","USB","52","URB_INTERRUPT in"
"2118","5.497617","host","1.16.1","USB","27","URB_INTERRUPT in"
"2119","5.507558","1.16.1","host","USB","52","URB_INTERRUPT in"
"2120","5.507586","host","1.16.1","USB","27","URB_INTERRUPT in"
"2121","5.517631","1.16.1","host","USB","52","URB_INTERRUPT in"
"2122","5.517689","host","1.16.1","USB","27","URB_INTERRUPT in"
"2123","5.527568","1.16.1","host","USB","52","URB_INTERRUPT in"
"2124","5.527618","host","1.16.1","USB","27","URB_INTERRUPT in"
"2125","5.537647","1.16.1","host","USB","52","URB_INTERRUPT in"
"2126","5.537701","host","1.16.1","USB","27","URB_INTERRUPT in"
"2127","5.547663","1.16.1","host","USB","52","URB_INTERRUPT in"
"2128","5.547715","host","1.16.1","USB","27","URB_INTERRUPT in"
"2129","5.547767","host","1.16.2","USB","41","URB_INTERRUPT out"
"2130","5.548564","1.16.2","host","USB","27","URB_INTERRUPT out"
"2131","5.549558","1.16.1","host","USB","41","URB_INTERRUPT in"
"2132","5.549605","host","1.16.1","USB","27","URB_INTERRUPT in"
"2133","5.557564","1.16.1","host","USB","52","URB_INTERRUPT in"
"2134","5.557615","host","1.16.1","USB","27","URB_INTERRUPT in"
"2135","5.567658","1.16.1","host","USB","52","URB_INTERRUPT in"
"2136","5.567707","host","1.16.1","USB","27","URB_INTERRUPT in"
"2137","5.577647","1.16.1","host","USB","52","URB_INTERRUPT in"
"2138","5.577696","host","1.16.1","USB","27","URB_INTERRUPT in"
"2150","5.587556","1.16.1","host","USB","52","URB_INTERRUPT in"
"2151","5.587604","host","1.16.1","USB","27","URB_INTERRUPT in"
"2155","5.597556","1.16.1","host","USB","52","URB_INTERRUPT in"
"2156","5.597606","host","1.16.1","USB","27","URB_INTERRUPT in"
"2159","5.607557","1.16.1","host","USB","52","URB_INTERRUPT in"
"2160","5.607574","host","1.16.1","USB","27","URB_INTERRUPT in"
"2161","5.617559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2162","5.617602","host","1.16.1","USB","27","URB_INTERRUPT in"
"2165","5.627550","1.16.1","host","USB","52","URB_INTERRUPT in"
"2166","5.627559","host","1.16.1","USB","27","URB_INTERRUPT in"
"2167","5.637561","1.16.1","host","USB","52","URB_INTERRUPT in"
"2168","5.637601","host","1.16.1","USB","27","URB_INTERRUPT in"
"2169","5.647559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2170","5.647603","host","1.16.1","USB","27","URB_INTERRUPT in"
"2171","5.657655","1.16.1","host","USB","52","URB_INTERRUPT in"
"2172","5.657703","host","1.16.1","USB","27","URB_INTERRUPT in"
"2175","5.667567","1.16.1","host","USB","52","URB_INTERRUPT in"
"2176","5.667608","host","1.16.1","USB","27","URB_INTERRUPT in"
"2177","5.677559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2178","5.677607","host","1.16.1","USB","27","URB_INTERRUPT in"
"2179","5.687559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2180","5.687597","host","1.16.1","USB","27","URB_INTERRUPT in"
"2181","5.697559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2182","5.697608","host","1.16.1","USB","27","URB_INTERRUPT in"
"2186","5.707559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2187","5.707586","host","1.16.1","USB","27","URB_INTERRUPT in"
"2189","5.717562","1.16.1","host","USB","52","URB_INTERRUPT in"
"2190","5.717601","host","1.16.1","USB","27","URB_INTERRUPT in"
"2191","5.727563","1.16.1","host","USB","52","URB_INTERRUPT in"
"2192","5.727616","host","1.16.1","USB","27","URB_INTERRUPT in"
"2193","5.737562","1.16.1","host","USB","52","URB_INTERRUPT in"
"2194","5.737599","host","1.16.1","USB","27","URB_INTERRUPT in"
"2195","5.747690","1.16.1","host","USB","52","URB_INTERRUPT in"
"2196","5.747732","host","1.16.1","USB","27","URB_INTERRUPT in"
"2197","5.757567","1.16.1","host","USB","52","URB_INTERRUPT in"
"2198","5.757615","host","1.16.1","USB","27","URB_INTERRUPT in"
"2199","5.767551","1.16.1","host","USB","52","URB_INTERRUPT in"
"2200","5.767574","host","1.16.1","USB","27","URB_INTERRUPT in"
"2203","5.777561","1.16.1","host","USB","52","URB_INTERRUPT in"
"2204","5.777601","host","1.16.1","USB","27","URB_INTERRUPT in"
"2205","5.787562","1.16.1","host","USB","52","URB_INTERRUPT in"
"2206","5.787600","host","1.16.1","USB","27","URB_INTERRUPT in"
"2207","5.797561","1.16.1","host","USB","52","URB_INTERRUPT in"
"2208","5.797584","host","1.16.1","USB","27","URB_INTERRUPT in"
"2209","5.807561","1.16.1","host","USB","52","URB_INTERRUPT in"
"2210","5.807584","host","1.16.1","USB","27","URB_INTERRUPT in"
"2211","5.817561","1.16.1","host","USB","52","URB_INTERRUPT in"
"2212","5.817587","host","1.16.1","USB","27","URB_INTERRUPT in"
"2213","5.827565","1.16.1","host","USB","52","URB_INTERRUPT in"
"2214","5.827591","host","1.16.1","USB","27","URB_INTERRUPT in"
"2229","5.837557","1.16.1","host","USB","52","URB_INTERRUPT in"
"2230","5.837604","host","1.16.1","USB","27","URB_INTERRUPT in"
"2231","5.847560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2232","5.847610","host","1.16.1","USB","27","URB_INTERRUPT in"
"2233","5.857559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2234","5.857597","host","1.16.1","USB","27","URB_INTERRUPT in"
"2235","5.867559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2236","5.867601","host","1.16.1","USB","27","URB_INTERRUPT in"
"2237","5.877563","1.16.1","host","USB","52","URB_INTERRUPT in"
"2238","5.877586","host","1.16.1","USB","27","URB_INTERRUPT in"
"2239","5.887567","1.16.1","host","USB","52","URB_INTERRUPT in"
"2240","5.887610","host","1.16.1","USB","27","URB_INTERRUPT in"
"2241","5.897561","1.16.1","host","USB","52","URB_INTERRUPT in"
"2242","5.897602","host","1.16.1","USB","27","URB_INTERRUPT in"
"2243","5.907560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2244","5.907585","host","1.16.1","USB","27","URB_INTERRUPT in"
"2245","5.917560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2246","5.917598","host","1.16.1","USB","27","URB_INTERRUPT in"
"2247","5.927560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2248","5.927603","host","1.16.1","USB","27","URB_INTERRUPT in"
"2249","5.937567","1.16.1","host","USB","52","URB_INTERRUPT in"
"2250","5.937614","host","1.16.1","USB","27","URB_INTERRUPT in"
"2251","5.947631","1.16.1","host","USB","52","URB_INTERRUPT in"
"2252","5.947655","host","1.16.1","USB","27","URB_INTERRUPT in"
"2253","5.957565","1.16.1","host","USB","52","URB_INTERRUPT in"
"2254","5.957608","host","1.16.1","USB","27","URB_INTERRUPT in"
"2255","5.967643","1.16.1","host","USB","52","URB_INTERRUPT in"
"2256","5.967696","host","1.16.1","USB","27","URB_INTERRUPT in"
"2257","5.977551","1.16.1","host","USB","52","URB_INTERRUPT in"
"2258","5.977571","host","1.16.1","USB","27","URB_INTERRUPT in"
"2259","5.987561","1.16.1","host","USB","52","URB_INTERRUPT in"
"2260","5.987596","host","1.16.1","USB","27","URB_INTERRUPT in"
"2261","5.997735","1.16.1","host","USB","52","URB_INTERRUPT in"
"2262","5.997787","host","1.16.1","USB","27","URB_INTERRUPT in"
"2263","6.007557","1.16.1","host","USB","52","URB_INTERRUPT in"
"2264","6.007586","host","1.16.1","USB","27","URB_INTERRUPT in"
"2265","6.017560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2266","6.017591","host","1.16.1","USB","27","URB_INTERRUPT in"
"2267","6.027552","1.16.1","host","USB","52","URB_INTERRUPT in"
"2268","6.027576","host","1.16.1","USB","27","URB_INTERRUPT in"
"2269","6.037559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2270","6.037585","host","1.16.1","USB","27","URB_INTERRUPT in"
"2271","6.047568","1.16.1","host","USB","52","URB_INTERRUPT in"
"2272","6.047610","host","1.16.1","USB","27","URB_INTERRUPT in"
"2273","6.057569","1.16.1","host","USB","52","URB_INTERRUPT in"
"2274","6.057623","host","1.16.1","USB","27","URB_INTERRUPT in"
"2275","6.067562","1.16.1","host","USB","52","URB_INTERRUPT in"
"2276","6.067608","host","1.16.1","USB","27","URB_INTERRUPT in"
"2277","6.077648","1.16.1","host","USB","52","URB_INTERRUPT in"
"2278","6.077693","host","1.16.1","USB","27","URB_INTERRUPT in"
"2291","6.087557","1.16.1","host","USB","52","URB_INTERRUPT in"
"2292","6.087603","host","1.16.1","USB","27","URB_INTERRUPT in"
"2293","6.097560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2294","6.097617","host","1.16.1","USB","27","URB_INTERRUPT in"
"2295","6.107557","1.16.1","host","USB","52","URB_INTERRUPT in"
"2296","6.107596","host","1.16.1","USB","27","URB_INTERRUPT in"
"2297","6.117639","1.16.1","host","USB","52","URB_INTERRUPT in"
"2298","6.117694","host","1.16.1","USB","27","URB_INTERRUPT in"
"2299","6.127568","1.16.1","host","USB","52","URB_INTERRUPT in"
"2300","6.127620","host","1.16.1","USB","27","URB_INTERRUPT in"
"2301","6.137675","1.16.1","host","USB","52","URB_INTERRUPT in"
"2302","6.137738","host","1.16.1","USB","27","URB_INTERRUPT in"
"2303","6.147559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2304","6.147609","host","1.16.1","USB","27","URB_INTERRUPT in"
"2305","6.157558","1.16.1","host","USB","52","URB_INTERRUPT in"
"2306","6.157603","host","1.16.1","USB","27","URB_INTERRUPT in"
"2307","6.167560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2308","6.167608","host","1.16.1","USB","27","URB_INTERRUPT in"
"2309","6.177560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2310","6.177595","host","1.16.1","USB","27","URB_INTERRUPT in"
"2311","6.187554","1.16.1","host","USB","52","URB_INTERRUPT in"
"2312","6.187587","host","1.16.1","USB","27","URB_INTERRUPT in"
"2313","6.197557","1.16.1","host","USB","52","URB_INTERRUPT in"
"2314","6.197601","host","1.16.1","USB","27","URB_INTERRUPT in"
"2323","6.207556","1.16.1","host","USB","52","URB_INTERRUPT in"
"2324","6.207592","host","1.16.1","USB","27","URB_INTERRUPT in"
"2325","6.217556","1.16.1","host","USB","52","URB_INTERRUPT in"
"2326","6.217600","host","1.16.1","USB","27","URB_INTERRUPT in"
"2327","6.227678","1.16.1","host","USB","52","URB_INTERRUPT in"
"2328","6.227720","host","1.16.1","USB","27","URB_INTERRUPT in"
"2329","6.237574","1.16.1","host","USB","52","URB_INTERRUPT in"
"2330","6.237627","host","1.16.1","USB","27","URB_INTERRUPT in"
"2331","6.247670","1.16.1","host","USB","52","URB_INTERRUPT in"
"2332","6.247722","host","1.16.1","USB","27","URB_INTERRUPT in"
"2333","6.257632","1.16.1","host","USB","52","URB_INTERRUPT in"
"2334","6.257681","host","1.16.1","USB","27","URB_INTERRUPT in"
"2335","6.267560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2336","6.267604","host","1.16.1","USB","27","URB_INTERRUPT in"
"2337","6.277559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2338","6.277606","host","1.16.1","USB","27","URB_INTERRUPT in"
"2339","6.287560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2340","6.287602","host","1.16.1","USB","27","URB_INTERRUPT in"
"2341","6.297559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2342","6.297593","host","1.16.1","USB","27","URB_INTERRUPT in"
"2343","6.307647","1.16.1","host","USB","52","URB_INTERRUPT in"
"2344","6.307699","host","1.16.1","USB","27","URB_INTERRUPT in"
"2345","6.317569","1.16.1","host","USB","52","URB_INTERRUPT in"
"2346","6.317627","host","1.16.1","USB","27","URB_INTERRUPT in"
"2350","6.327562","1.16.1","host","USB","52","URB_INTERRUPT in"
"2351","6.327587","host","1.16.1","USB","27","URB_INTERRUPT in"
"2359","6.337548","1.16.1","host","USB","52","URB_INTERRUPT in"
"2360","6.337572","host","1.16.1","USB","27","URB_INTERRUPT in"
"2361","6.347570","1.16.1","host","USB","52","URB_INTERRUPT in"
"2362","6.347630","host","1.16.1","USB","27","URB_INTERRUPT in"
"2363","6.357559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2364","6.357580","host","1.16.1","USB","27","URB_INTERRUPT in"
"2365","6.367634","1.16.1","host","USB","52","URB_INTERRUPT in"
"2366","6.367678","host","1.16.1","USB","27","URB_INTERRUPT in"
"2367","6.377562","1.16.1","host","USB","52","URB_INTERRUPT in"
"2368","6.377586","host","1.16.1","USB","27","URB_INTERRUPT in"
"2369","6.387639","1.16.1","host","USB","52","URB_INTERRUPT in"
"2370","6.387697","host","1.16.1","USB","27","URB_INTERRUPT in"
"2371","6.397560","1.16.1","host","USB","52","URB_INTERRUPT in"
"2372","6.397607","host","1.16.1","USB","27","URB_INTERRUPT in"
"2373","6.407562","1.16.1","host","USB","52","URB_INTERRUPT in"
"2374","6.407599","host","1.16.1","USB","27","URB_INTERRUPT in"
"2375","6.417696","1.16.1","host","USB","52","URB_INTERRUPT in"
"2376","6.417745","host","1.16.1","USB","27","URB_INTERRUPT in"
"2377","6.427563","1.16.1","host","USB","52","URB_INTERRUPT in"
"2378","6.427610","host","1.16.1","USB","27","URB_INTERRUPT in"
"2379","6.437562","1.16.1","host","USB","52","URB_INTERRUPT in"
"2380","6.437604","host","1.16.1","USB","27","URB_INTERRUPT in"
"2381","6.447644","1.16.1","host","USB","52","URB_INTERRUPT in"
"2382","6.447708","host","1.16.1","USB","27","URB_INTERRUPT in"
"2389","6.457559","1.16.1","host","USB","52","URB_INTERRUPT in"
"2390","6.457613","host","1.16.1","USB","27","URB_INTERRUPT in"
"2391","6.467661","1.16.1","host","USB","52","URB_INTERRUPT in"
"2392","6.467720","host","1.16.1","USB","27","URB_INTERRUPT in"
"2393","6.477670","1.16.1","host","USB","52","URB_INTERRUPT in"
"2394","6.477718","host","1.16.1","USB","27","URB_INTERRUPT in"
"2397","6.487552","1.16.1","host","USB","52","URB_INTERRUPT in"
"2398","6.487573","host","1.16.1","USB","27","URB_INTERRUPT in"
"2403","6.497549","1.16.1","host","USB","52","URB_INTERRUPT in"
"2404","6.497568","host","1.16.1","USB","27","URB_INTERRUPT in"
"2407","6.507558","1.16.1","host","USB","52","URB_INTERRUPT in"
